file,line,function,kind,receiver,operation,literal_sql_verbs,literal_sql_tables_or_ctes,unresolved_sql_expressions
backend/internal/messaging/attachments.go,756,loadAttachment,statement,tx,QueryRow,select,messaging_attachments,
backend/internal/messaging/messaging.go,262,*Module.Provision,transaction,m.database,BeginTx,,,
backend/internal/messaging/messaging.go,266,*Module.Provision,transaction,tx,Rollback,,,
backend/internal/messaging/messaging.go,270,*Module.Provision,transaction,tx,Commit,,,
backend/internal/messaging/messaging.go,303,*Module.ProvisionInTx,statement,tx,Exec,insert | select | update,access_locations | access_practices | messaging_location_configurations | set,
backend/internal/messaging/messaging.go,381,*Module.Send,transaction,m.database,BeginTx,,,
backend/internal/messaging/messaging.go,385,*Module.Send,transaction,tx,Rollback,,,
backend/internal/messaging/messaging.go,386,*Module.Send,statement,tx,Exec,select,,
backend/internal/messaging/messaging.go,417,*Module.Send,statement,tx,QueryRow,select | update,messaging_attachments | messaging_messages | of,
backend/internal/messaging/messaging.go,469,*Module.Send,statement,tx,QueryRow,select,messaging_location_configurations,
backend/internal/messaging/messaging.go,519,*Module.Send,transaction,tx,Commit,,,
backend/internal/messaging/messaging.go,543,*Module.Send,statement,tx,Exec,update,messaging_threads,
backend/internal/messaging/messaging.go,586,*Module.Send,statement,tx,QueryRow,select | update,messaging_attachments,
backend/internal/messaging/messaging.go,658,*Module.Send,statement,tx,Exec,update,messaging_attachments,
backend/internal/messaging/messaging.go,713,*Module.Send,transaction,tx,Commit,,,
backend/internal/messaging/messaging.go,774,findOrCreateMessageThread,statement,tx,QueryRow,insert | update,messaging_threads | set,
backend/internal/messaging/messaging.go,818,insertOutboundMessage,statement,tx,Exec,insert,messaging_messages,
backend/internal/messaging/messaging.go,855,insertMessageProviderCommand,statement,tx,Exec,insert,messaging_provider_commands,
backend/internal/messaging/messaging.go,885,*Module.QueueNextTaskAcknowledgement,transaction,m.database,BeginTx,,,
backend/internal/messaging/messaging.go,889,*Module.QueueNextTaskAcknowledgement,transaction,tx,Rollback,,,
backend/internal/messaging/messaging.go,896,*Module.QueueNextTaskAcknowledgement,transaction,tx,Commit,,,
backend/internal/messaging/messaging.go,914,*Module.QueueNextTaskAcknowledgement,transaction,tx,Commit,,,
backend/internal/messaging/messaging.go,922,*Module.QueueNextTaskAcknowledgement,statement,tx,QueryRow,select,messaging_location_configurations,
backend/internal/messaging/messaging.go,944,*Module.QueueNextTaskAcknowledgement,transaction,tx,Commit,,,
backend/internal/messaging/messaging.go,964,*Module.QueueNextTaskAcknowledgement,transaction,tx,Commit,,,
backend/internal/messaging/messaging.go,1002,*Module.QueueNextTaskAcknowledgement,transaction,tx,Commit,,,
backend/internal/messaging/messaging.go,1071,*Module.QueueNextTaskAcknowledgement,transaction,tx,Commit,,,
backend/internal/messaging/messaging.go,1164,*Module.readMessageForRetry,statement,m.database,QueryRow,select,messaging_messages,
backend/internal/messaging/messaging.go,1174,*Module.readMessageForRetry,transaction,m.database,BeginTx,,,
backend/internal/messaging/messaging.go,1178,*Module.readMessageForRetry,transaction,tx,Rollback,,,
backend/internal/messaging/messaging.go,1179,*Module.readMessageForRetry,statement,tx,Exec,select,,
backend/internal/messaging/messaging.go,1209,*Module.readMessageForRetry,transaction,tx,Commit,,,
backend/internal/messaging/messaging.go,1221,*Module.loadSendAgainReplay,transaction,m.database,BeginTx,,,
backend/internal/messaging/messaging.go,1225,*Module.loadSendAgainReplay,transaction,tx,Rollback,,,
backend/internal/messaging/messaging.go,1234,*Module.loadSendAgainReplay,transaction,tx,Commit,,,
backend/internal/messaging/messaging.go,1257,*Module.loadSendAgainReplay,transaction,tx,Commit,,,
backend/internal/messaging/messaging.go,1271,*Module.ProcessNextCommand,transaction,m.database,BeginTx,,,
backend/internal/messaging/messaging.go,1275,*Module.ProcessNextCommand,transaction,tx,Rollback,,,
backend/internal/messaging/messaging.go,1280,*Module.ProcessNextCommand,statement,tx,QueryRow,select | update,messaging_attachments | messaging_location_configurations | messaging_messages | messaging_provider_commands | messaging_threads | of,
backend/internal/messaging/messaging.go,1328,*Module.ProcessNextCommand,transaction,tx,Commit,,,
backend/internal/messaging/messaging.go,1348,*Module.ProcessNextCommand,statement,tx,Exec,update,messaging_provider_commands,
backend/internal/messaging/messaging.go,1356,*Module.ProcessNextCommand,statement,tx,Exec,update,messaging_messages,
backend/internal/messaging/messaging.go,1367,*Module.ProcessNextCommand,transaction,tx,Commit,,,
backend/internal/messaging/messaging.go,1373,*Module.ProcessNextCommand,statement,tx,Exec,update,messaging_provider_commands,
backend/internal/messaging/messaging.go,1380,*Module.ProcessNextCommand,transaction,tx,Commit,,,
backend/internal/messaging/messaging.go,1385,*Module.ProcessNextCommand,transaction,m.database,BeginTx,,,
backend/internal/messaging/messaging.go,1389,*Module.ProcessNextCommand,transaction,finishTx,Rollback,,,
backend/internal/messaging/messaging.go,1405,*Module.ProcessNextCommand,statement,finishTx,Exec,update,messaging_provider_commands,
backend/internal/messaging/messaging.go,1422,*Module.ProcessNextCommand,statement,finishTx,Exec,update,messaging_messages,
backend/internal/messaging/messaging.go,1441,*Module.ProcessNextCommand,transaction,finishTx,Commit,,,
backend/internal/messaging/messaging.go,1455,*Module.RecoverInterruptedCommands,transaction,m.database,BeginTx,,,
backend/internal/messaging/messaging.go,1459,*Module.RecoverInterruptedCommands,transaction,tx,Rollback,,,
backend/internal/messaging/messaging.go,1461,*Module.RecoverInterruptedCommands,statement,tx,QueryRow,select | update,interrupted | messaging_provider_commands | skip,
backend/internal/messaging/messaging.go,1489,*Module.RecoverInterruptedCommands,statement,tx,Exec,update,messaging_messages,
backend/internal/messaging/messaging.go,1503,*Module.RecoverInterruptedCommands,transaction,tx,Commit,,,
backend/internal/messaging/messaging.go,1516,*Module.ReconcileNextCommand,transaction,m.database,BeginTx,,,
backend/internal/messaging/messaging.go,1520,*Module.ReconcileNextCommand,transaction,tx,Rollback,,,
backend/internal/messaging/messaging.go,1522,*Module.ReconcileNextCommand,statement,tx,QueryRow,select | update,messaging_messages | messaging_provider_commands | of,
backend/internal/messaging/messaging.go,1544,*Module.ReconcileNextCommand,transaction,tx,Commit,,,
backend/internal/messaging/messaging.go,1551,*Module.ReconcileNextCommand,statement,tx,Exec,update,messaging_provider_commands,
backend/internal/messaging/messaging.go,1558,*Module.ReconcileNextCommand,transaction,tx,Commit,,,
backend/internal/messaging/messaging.go,1563,*Module.ReconcileNextCommand,transaction,m.database,BeginTx,,,
backend/internal/messaging/messaging.go,1567,*Module.ReconcileNextCommand,transaction,finishTx,Rollback,,,
backend/internal/messaging/messaging.go,1573,*Module.ReconcileNextCommand,statement,finishTx,Exec,update,messaging_provider_commands,
backend/internal/messaging/messaging.go,1587,*Module.ReconcileNextCommand,transaction,finishTx,Commit,,,
backend/internal/messaging/messaging.go,1593,*Module.ReconcileNextCommand,statement,finishTx,QueryRow,select | update,messaging_messages,
backend/internal/messaging/messaging.go,1610,*Module.ReconcileNextCommand,statement,finishTx,Exec,update,messaging_messages,
backend/internal/messaging/messaging.go,1632,*Module.ReconcileNextCommand,statement,finishTx,Exec,update,messaging_provider_commands,
backend/internal/messaging/messaging.go,1656,*Module.ReconcileNextCommand,transaction,finishTx,Commit,,,
backend/internal/messaging/messaging.go,1686,*Module.ReceiveWebhook,transaction,m.database,BeginTx,,,
backend/internal/messaging/messaging.go,1690,*Module.ReceiveWebhook,transaction,tx,Rollback,,,
backend/internal/messaging/messaging.go,1691,*Module.ReceiveWebhook,statement,tx,Exec,insert,messaging_provider_receipts,
backend/internal/messaging/messaging.go,1713,*Module.ReceiveWebhook,statement,tx,QueryRow,select | update,messaging_provider_receipts,
backend/internal/messaging/messaging.go,1731,*Module.ReceiveWebhook,statement,tx,Exec,update,messaging_provider_receipts,
backend/internal/messaging/messaging.go,1739,*Module.ReceiveWebhook,transaction,tx,Commit,,,
backend/internal/messaging/messaging.go,1801,*Module.ProcessNextReceipt,transaction,m.database,BeginTx,,,
backend/internal/messaging/messaging.go,1805,*Module.ProcessNextReceipt,transaction,claimTx,Rollback,,,
backend/internal/messaging/messaging.go,1808,*Module.ProcessNextReceipt,statement,claimTx,QueryRow,select | update,messaging_provider_receipts | skip,
backend/internal/messaging/messaging.go,1821,*Module.ProcessNextReceipt,transaction,claimTx,Commit,,,
backend/internal/messaging/messaging.go,1828,*Module.ProcessNextReceipt,statement,claimTx,Exec,update,messaging_provider_receipts,
backend/internal/messaging/messaging.go,1835,*Module.ProcessNextReceipt,transaction,claimTx,Commit,,,
backend/internal/messaging/messaging.go,1910,*Module.ReadMessage,transaction,m.database,BeginTx,,,
backend/internal/messaging/messaging.go,1914,*Module.ReadMessage,transaction,tx,Rollback,,,
backend/internal/messaging/messaging.go,1934,*Module.ReadMessage,transaction,tx,Commit,,,
backend/internal/messaging/messaging.go,1971,*Module.QueryThreads,transaction,m.database,BeginTx,,,
backend/internal/messaging/messaging.go,1975,*Module.QueryThreads,transaction,tx,Rollback,,,
backend/internal/messaging/messaging.go,1997,*Module.QueryThreads,statement,tx,Query,select,access_locations | activity | call_activity | candidate_threads | human_calling_calls | human_calling_handoffs | lateral | linked_task_activity | message_activity | messaging_attachments | messaging_messages | messaging_thread_unreads | messaging_threads | phone_task_activity | ranked_threads | scored_threads | work_tasks,
backend/internal/messaging/messaging.go,2189,*Module.QueryThreads,transaction,tx,Commit,,,
backend/internal/messaging/messaging.go,2203,*Module.MarkRead,transaction,m.database,BeginTx,,,
backend/internal/messaging/messaging.go,2207,*Module.MarkRead,transaction,tx,Rollback,,,
backend/internal/messaging/messaging.go,2228,*Module.MarkRead,statement,tx,Exec,delete,messaging_thread_unreads,
backend/internal/messaging/messaging.go,2258,*Module.MarkRead,transaction,tx,Commit,,,
backend/internal/messaging/messaging.go,2277,*Module.CreateFollowUpTask,transaction,m.database,BeginTx,,,
backend/internal/messaging/messaging.go,2281,*Module.CreateFollowUpTask,transaction,tx,Rollback,,,
backend/internal/messaging/messaging.go,2283,*Module.CreateFollowUpTask,statement,tx,QueryRow,select,messaging_messages | messaging_threads,
backend/internal/messaging/messaging.go,2339,*Module.CreateFollowUpTask,statement,tx,Exec,update,messaging_messages,
backend/internal/messaging/messaging.go,2370,*Module.CreateFollowUpTask,transaction,tx,Commit,,,
backend/internal/messaging/messaging.go,2526,*Module.projectOutboundReceipt,transaction,m.database,BeginTx,,,
backend/internal/messaging/messaging.go,2530,*Module.projectOutboundReceipt,transaction,tx,Rollback,,,
backend/internal/messaging/messaging.go,2533,*Module.projectOutboundReceipt,statement,tx,QueryRow,select | update,messaging_messages | messaging_provider_commands | of,
backend/internal/messaging/messaging.go,2562,*Module.projectOutboundReceipt,statement,tx,Exec,update,messaging_provider_commands,
backend/internal/messaging/messaging.go,2584,*Module.projectOutboundReceipt,statement,tx,Exec,update,messaging_messages,
backend/internal/messaging/messaging.go,2607,*Module.projectOutboundReceipt,statement,tx,Exec,update,messaging_provider_commands,
backend/internal/messaging/messaging.go,2623,*Module.projectOutboundReceipt,statement,tx,Exec,update,messaging_provider_receipts,
backend/internal/messaging/messaging.go,2631,*Module.projectOutboundReceipt,transaction,tx,Commit,,,
backend/internal/messaging/messaging.go,2659,*Module.projectInboundReceipt,transaction,m.database,BeginTx,,,
backend/internal/messaging/messaging.go,2663,*Module.projectInboundReceipt,transaction,tx,Rollback,,,
backend/internal/messaging/messaging.go,2665,*Module.projectInboundReceipt,statement,tx,QueryRow,select,messaging_location_configurations,
backend/internal/messaging/messaging.go,2681,*Module.projectInboundReceipt,statement,tx,QueryRow,insert | update,messaging_threads | set,
backend/internal/messaging/messaging.go,2715,*Module.projectInboundReceipt,statement,tx,Exec,insert,messaging_messages,
backend/internal/messaging/messaging.go,2763,*Module.projectInboundReceipt,statement,tx,Exec,insert,messaging_attachments,
backend/internal/messaging/messaging.go,2788,*Module.projectInboundReceipt,statement,tx,Exec,insert | select | update,access_membership_locations | access_operational_scopes | messaging_thread_unreads | set,
backend/internal/messaging/messaging.go,2835,*Module.projectInboundReceipt,statement,tx,Exec,update,messaging_threads,
backend/internal/messaging/messaging.go,2847,*Module.projectInboundReceipt,statement,tx,Exec,update,failed_commands | messaging_messages | messaging_provider_commands,
backend/internal/messaging/messaging.go,2883,*Module.projectInboundReceipt,statement,tx,Exec,update,messaging_provider_receipts,
backend/internal/messaging/messaging.go,2891,*Module.projectInboundReceipt,transaction,tx,Commit,,,
backend/internal/messaging/messaging.go,2903,*Module.finishReceipt,statement,m.database,Exec,update,messaging_provider_receipts,
backend/internal/messaging/messaging.go,3022,loadMessageByIdempotency,statement,tx,QueryRow,select,access_locations | messaging_attachments | messaging_messages | messaging_provider_commands | messaging_threads,
backend/internal/messaging/messaging.go,3127,loadMessage,statement,tx,QueryRow,select,access_locations | messaging_attachments | messaging_messages | messaging_threads,
backend/internal/messaging/messaging.go,3231,loadThread,statement,tx,QueryRow,select,access_locations | messaging_threads,
backend/internal/migrations/migrations.go,39,applyThrough,statement,pool,Exec,create,if,
backend/internal/migrations/migrations.go,76,applyThrough,statement,pool,QueryRow,select,public.schema_migrations,
backend/internal/migrations/migrations.go,112,applyThrough,transaction,pool,Begin,,,
backend/internal/migrations/migrations.go,116,applyThrough,statement,tx,Exec,,,string(sql)
backend/internal/migrations/migrations.go,117,applyThrough,transaction,tx,Rollback,,,
backend/internal/migrations/migrations.go,120,applyThrough,statement,tx,Exec,insert,public.schema_migrations,
backend/internal/migrations/migrations.go,124,applyThrough,transaction,tx,Rollback,,,
backend/internal/migrations/migrations.go,127,applyThrough,transaction,tx,Commit,,,
backend/internal/migrations/migrations.go,141,ApplyRuntimeGrants,transaction,pool,Begin,,,
backend/internal/migrations/migrations.go,145,ApplyRuntimeGrants,statement,tx,Exec,,,string(sql)
backend/internal/migrations/migrations.go,146,ApplyRuntimeGrants,transaction,tx,Rollback,,,
backend/internal/migrations/migrations.go,149,ApplyRuntimeGrants,transaction,tx,Commit,,,
backend/internal/migrations/migrations.go,204,applyNonTransactional,statement,pool,QueryRow,,,query
backend/internal/migrations/migrations.go,217,applyNonTransactional,statement,pool,Exec,,,statement
backend/internal/migrations/migrations.go,244,recordMigration,statement,pool,Exec,insert,public.schema_migrations,
backend/internal/postgres/executor.go,108,poolAcquirer.Acquire,connection,pool.pool,Acquire,,,
backend/internal/postgres/executor.go,176,*Executor.Exec,statement,connection,Exec,,,sql
backend/internal/postgres/executor.go,191,*Executor.Query,statement,connection,Query,,,sql
backend/internal/postgres/executor.go,219,*Executor.QueryRow,statement,connection,QueryRow,,,sql
backend/internal/postgres/executor.go,240,*Executor.BeginTx,transaction,connection,BeginTx,,,
backend/internal/postgres/executor.go,246,*Executor.BeginTx,statement,transaction,Exec,select,,
backend/internal/postgres/executor.go,251,*Executor.BeginTx,transaction,transaction,Rollback,,,
backend/internal/postgres/executor.go,282,*Executor.acquire,connection,executor.pool,Acquire,,,
backend/internal/postgres/executor.go,400,*ownedTx.Begin,transaction,transaction.Tx,Begin,,,
backend/internal/postgres/executor.go,415,*ownedTx.Commit,transaction,transaction.Tx,Commit,,,
backend/internal/postgres/executor.go,418,*ownedTx.Commit,transaction,transaction.Tx,Commit,,,
backend/internal/postgres/executor.go,428,*ownedTx.Rollback,transaction,transaction.Tx,Rollback,,,
backend/internal/postgres/executor.go,431,*ownedTx.Rollback,transaction,transaction.Tx,Rollback,,,
backend/internal/postgres/executor.go,446,*ownedTx.CopyFrom,copy,transaction.Tx,CopyFrom,,,
backend/internal/postgres/executor.go,458,*ownedTx.Prepare,prepare,transaction.Tx,Prepare,,,sql
backend/internal/postgres/executor.go,470,*ownedTx.Exec,statement,transaction.Tx,Exec,,,sql
backend/internal/postgres/executor.go,481,*ownedTx.Query,statement,transaction.Tx,Query,,,sql
backend/internal/postgres/executor.go,501,*ownedTx.QueryRow,statement,transaction.Tx,QueryRow,,,sql
backend/internal/postgres/executor.go,515,*ownedTx.SendBatch,batch,transaction.Tx,SendBatch,,,
backend/internal/realtime/realtime.go,97,*Hub.Run,statement,connection,Exec,listen,,notificationChannel
backend/internal/realtime/realtime.go,122,*Hub.Run,listen,connection,WaitForNotification,,,
backend/internal/work/work.go,316,*Module.EnsureCallFollowUp,statement,tx,Exec,insert,work_task_activities,
backend/internal/work/work.go,363,*Module.EnsureMessageFollowUp,statement,tx,QueryRow,insert,work_tasks,
backend/internal/work/work.go,394,*Module.EnsureMessageFollowUp,statement,tx,QueryRow,select,work_tasks,
backend/internal/work/work.go,503,*Module.EnsureRecoveryTask,statement,tx,QueryRow,select | update,of | work_task_interactions | work_tasks,
backend/internal/work/work.go,512,*Module.EnsureRecoveryTask,statement,tx,QueryRow,insert,work_tasks,
backend/internal/work/work.go,541,*Module.EnsureRecoveryTask,statement,tx,QueryRow,select | update,work_tasks,
backend/internal/work/work.go,570,*Module.EnsureRecoveryTask,statement,tx,Exec,insert,work_task_interactions,
backend/internal/work/work.go,588,*Module.EnsureRecoveryTask,statement,tx,QueryRow,select,work_task_interactions,
backend/internal/work/work.go,602,*Module.EnsureRecoveryTask,statement,tx,Exec,update,work_tasks,
backend/internal/work/work.go,709,*Module.ResolveRecoveryTasks,statement,tx,Exec,insert | update,set | work_recovery_resolution_checkpoints,
backend/internal/work/work.go,749,lockRecoveryPhone,statement,tx,Exec,select,,
backend/internal/work/work.go,764,*Module.completeRecoveryTasksFromCheckpoint,statement,tx,QueryRow,insert | select | update,activities | checkpoint | eligible | of | updated | work_recovery_resolution_checkpoints | work_task_activities | work_task_interactions | work_tasks,
backend/internal/work/work.go,848,*Module.ProcessNextRecoveryReconciliation,transaction,m.database,BeginTx,,,
backend/internal/work/work.go,852,*Module.ProcessNextRecoveryReconciliation,transaction,tx,Rollback,,,
backend/internal/work/work.go,855,*Module.ProcessNextRecoveryReconciliation,statement,tx,QueryRow,select | update,skip | work_recovery_reconciliation_queue,
backend/internal/work/work.go,870,*Module.ProcessNextRecoveryReconciliation,statement,tx,QueryRow,select,ai_interactions | human_calling_call_legs | human_calling_calls | human_calling_handoffs,
backend/internal/work/work.go,921,*Module.ProcessNextRecoveryReconciliation,statement,tx,Exec,delete,work_recovery_reconciliation_queue,
backend/internal/work/work.go,932,*Module.ProcessNextRecoveryReconciliation,transaction,tx,Commit,,,
backend/internal/work/work.go,984,*Module.ClaimNextTaskAcknowledgement,statement,tx,QueryRow,select | update,of | work_task_acknowledgements | work_tasks,
backend/internal/work/work.go,1054,*Module.DeferTaskAcknowledgement,statement,tx,Exec,update,work_task_acknowledgements,
backend/internal/work/work.go,1081,*Module.MarkTaskAcknowledgementQueued,statement,tx,Exec,update,work_task_acknowledgements,
backend/internal/work/work.go,1111,*Module.MarkTaskAcknowledgementNotNeeded,statement,tx,Exec,update,work_task_acknowledgements,
backend/internal/work/work.go,1176,*Module.ApplyCallTaskDisposition,statement,tx,Exec,update,work_tasks,
backend/internal/work/work.go,1231,*Module.CreateAITask,transaction,m.database,BeginTx,,,
backend/internal/work/work.go,1235,*Module.CreateAITask,transaction,tx,Rollback,,,
backend/internal/work/work.go,1252,*Module.CreateAITask,statement,tx,QueryRow,insert,work_tasks,
backend/internal/work/work.go,1297,*Module.CreateAITask,statement,tx,QueryRow,select,work_tasks,
backend/internal/work/work.go,1309,*Module.CreateAITask,statement,tx,QueryRow,select,work_tasks,
backend/internal/work/work.go,1337,*Module.CreateAITask,transaction,tx,Commit,,,
backend/internal/work/work.go,1352,*Module.CreateAITask,transaction,tx,Commit,,,
backend/internal/work/work.go,1370,*Module.CreateAITask,transaction,tx,Commit,,,
backend/internal/work/work.go,1388,*Module.RenameTask,transaction,m.database,BeginTx,,,
backend/internal/work/work.go,1392,*Module.RenameTask,transaction,tx,Rollback,,,
backend/internal/work/work.go,1415,*Module.RenameTask,statement,tx,QueryRow,update,work_tasks,
backend/internal/work/work.go,1451,*Module.RenameTask,transaction,tx,Commit,,,
backend/internal/work/work.go,1466,*Module.CompleteTask,transaction,m.database,BeginTx,,,
backend/internal/work/work.go,1470,*Module.CompleteTask,transaction,tx,Rollback,,,
backend/internal/work/work.go,1496,*Module.CompleteTask,statement,tx,QueryRow,update,work_tasks,
backend/internal/work/work.go,1539,*Module.CompleteTask,transaction,tx,Commit,,,
backend/internal/work/work.go,1554,*Module.ReopenTask,transaction,m.database,BeginTx,,,
backend/internal/work/work.go,1558,*Module.ReopenTask,transaction,tx,Rollback,,,
backend/internal/work/work.go,1584,*Module.ReopenTask,statement,tx,QueryRow,update,work_tasks,
backend/internal/work/work.go,1626,*Module.ReopenTask,transaction,tx,Commit,,,
backend/internal/work/work.go,1640,*Module.ReadTask,transaction,m.database,BeginTx,,,
backend/internal/work/work.go,1644,*Module.ReadTask,transaction,tx,Rollback,,,
backend/internal/work/work.go,1665,*Module.ReadTask,transaction,tx,Commit,,,
backend/internal/work/work.go,1675,*Module.loadTaskInteractions,statement,tx,Query,select,human_calling_voicemails | work_task_interactions,
backend/internal/work/work.go,1756,appendActivity,statement,tx,Exec,insert,work_task_activities,
backend/internal/work/work.go,1787,insertTask,statement,tx,QueryRow,insert | select,access_locations | inserted | work_tasks,
backend/internal/work/work.go,1929,loadTask,statement,tx,QueryRow,select,access_locations | work_tasks,
backend/internal/work/work.go,1980,lockTask,statement,tx,QueryRow,select | update,access_locations | of | work_tasks,
backend/internal/work/work.go,2030,loadTaskAcknowledgement,statement,tx,QueryRow,select,work_task_acknowledgements,
backend/internal/workspace/tasks.go,62,*Module.QueryTasks,transaction,m.database,BeginTx,,,
backend/internal/workspace/tasks.go,66,*Module.QueryTasks,transaction,tx,Rollback,,,
backend/internal/workspace/tasks.go,74,*Module.QueryTasks,statement,tx,Query,,,"taskQuerySQL(command.State, command.Ordering)"
backend/internal/workspace/tasks.go,128,*Module.QueryTasks,transaction,tx,Commit,,,
backend/internal/workspace/tasks.go,143,*Module.ReadTask,transaction,m.database,BeginTx,,,
backend/internal/workspace/tasks.go,147,*Module.ReadTask,transaction,tx,Rollback,,,
backend/internal/workspace/tasks.go,148,*Module.ReadTask,statement,tx,QueryRow,,,taskReadQuery
backend/internal/workspace/tasks.go,164,*Module.ReadTask,transaction,tx,Commit,,,
backend/internal/workspace/tasks.go,498,loadTaskInteractions,statement,tx,Query,select,human_calling_voicemails | work_task_interactions,
backend/internal/workspace/tasks.go,536,queryTaskFolderCounts,statement,tx,QueryRow,select,access_locations | foldered | scoped | work_tasks,
backend/internal/workspace/timeline.go,45,*Module.QueryPhoneTimeline,transaction,m.database,BeginTx,,,
backend/internal/workspace/timeline.go,49,*Module.QueryPhoneTimeline,transaction,tx,Rollback,,,
backend/internal/workspace/timeline.go,88,*Module.QueryPhoneTimeline,transaction,tx,Commit,,,
backend/internal/workspace/timeline.go,110,*Module.QueryTimeline,transaction,m.database,BeginTx,,,
backend/internal/workspace/timeline.go,114,*Module.QueryTimeline,transaction,tx,Rollback,,,
backend/internal/workspace/timeline.go,154,*Module.QueryTimeline,transaction,tx,Commit,,,
backend/internal/workspace/timeline.go,235,queryTimelineMessages,statement,tx,Query,,,messageProjectionSQL
backend/internal/workspace/timeline.go,395,queryTimelineCalls,statement,tx,Query,,,callProjectionSQL
backend/internal/workspace/timeline.go,441,queryPhoneInteractions,statement,tx,Query,select,access_locations | ai_interactions,
backend/internal/workspace/timeline.go,521,queryPhoneTaskActivities,statement,tx,Query,,,phoneTaskActivityQuery
backend/internal/workspace/timeline.go,558,queryConversationTasks,statement,tx,Query,,,conversationTaskQuery
backend/internal/workspace/timeline.go,584,loadThread,statement,tx,QueryRow,select,access_locations | messaging_threads,
backend/internal/workspace/workspace.go,111,*Module.QueryEngagements,transaction,m.database,BeginTx,,,
backend/internal/workspace/workspace.go,115,*Module.QueryEngagements,transaction,tx,Rollback,,,
backend/internal/workspace/workspace.go,125,*Module.QueryEngagements,statement,tx,QueryRow,select,ai_interactions | evidence | human_calling_calls | human_calling_handoffs | messaging_thread_unreads | messaging_threads | work_tasks,
backend/internal/workspace/workspace.go,205,*Module.QueryEngagements,transaction,tx,Commit,,,
backend/internal/workspace/workspace.go,210,*Module.QueryEngagements,statement,tx,Query,select,access_locations | ai_interactions | human_calling_calls | human_calling_handoffs | messaging_threads | work_tasks,
backend/internal/workspace/workspace.go,252,*Module.QueryEngagements,transaction,tx,Commit,,,
